sequence_id	membership_class	population	exact_sequence_present	best_hit_target	best_hit_identity	best_hit_query_coverage	best_hit_target_coverage	best_hit_evalue	leakage_class	population_role	unit	denominator
PDB_8UB7_1	ANCHOR	stage1_exact_rt	YES	dfd87e8f2e36154e8547e1472735e1244edc288ff70f070dd824000c2f987f3f	1.0000	1.0000	1.0000	5.44e-226	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_6AR1_1	ANCHOR	stage1_exact_rt	NO	e02f2f10891f589c846f74e05de96b7e33e90f2919478a6949b283843bcbf390	1.0000	0.9810	1.0000	1.66e-276	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9D4S_1	ANCHOR	stage1_exact_rt	NO	34ab94862820c19ad761c1bd90f4fb7f0218c7eeaed5a19e787f9fb63a240f46	1.0000	1.0000	0.9930	1.48e-265	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_6ME0_3	ANCHOR	stage1_exact_rt	NO	1250aa2a996c376c2707b7252e4985349f9f6fa03924770dae8c5c6414bb82ce	0.9980	0.9910	1.0000	0.00e+00	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_5G2X_3	ANCHOR	stage1_exact_rt	NO	573c8a7b98bc95696ac14273aba2cb5fe07d8dd7bac6b73b096c49ef959e57bd	0.6520	0.7410	0.8180	1.23e-184	MODERATE_GE_50	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_5HHL_1	ANCHOR	stage1_exact_rt	NO	338a22f0c2144287f146a40202b4361a7e983981561b5f149efff1ee6ca3c90f	1.0000	1.0000	0.9390	1.10e-191	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_5HHJ_1	ANCHOR	stage1_exact_rt	NO	6a2425d52adb5f39093b819bbbf4fa42c2d08a21c8d10ef56050e11ac4f0ccd2	1.0000	1.0000	0.8840	4.96e-197	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_7V9U_1	ANCHOR	stage1_exact_rt	YES	429a9c9894501e04f48803b96307cea45955f63b85f1461dc25c017e94b7eaeb	1.0000	1.0000	1.0000	3.51e-209	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9I2F_2	ANCHOR	stage1_exact_rt	NO	3d5782dc11754ced2e0a82088b6da61a11f72c391cb3dc456d10552aa690b6d1	1.0000	0.9830	1.0000	0.00e+00	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9E8Z_3	ANCHOR	stage1_exact_rt	YES	ff8929368663842dfa581506c08915451a28899251fe3ba38a2eff8e08bc9d32	1.0000	1.0000	1.0000	8.96e-203	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9N69_2	ANCHOR	stage1_exact_rt	YES	135ddfa084d3756103aa136958142165740a9b7be609eefa9abc0d1e6fc13be0	1.0000	1.0000	1.0000	4.88e-207	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9L7P_2	ANCHOR	stage1_exact_rt	YES	e60f73618b59b5c11a42820a1a50d82aef57b19e70d051ff31b7f0c4d2df0220	1.0000	1.0000	1.0000	5.01e-204	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_23OR_1	ANCHOR	stage1_exact_rt	YES	a1328737e65463394388576cc4ca50ef7a1907a9c2fe0ab57251b643dbef1100	1.0000	1.0000	1.0000	8.58e-241	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t816	ANCHOR	stage1_exact_rt	YES	e3592d5836fe4733c00b012570f8b554883c260e525b123757c5e3f942181b19	1.0000	1.0000	1.0000	4.48e-223	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1520	ANCHOR	stage1_exact_rt	NO	c3fe151187231ef95ff54969f81666ed8a0e428eb7ac343c242e41e02ea420f6	1.0000	0.9950	1.0000	7.71e-253	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t443	ANCHOR	stage1_exact_rt	YES	ec086feb47289bac44a73deb1db9dcc78e290629b26e06ac651ac88163c5aab6	1.0000	1.0000	1.0000	4.35e-225	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1450	ANCHOR	stage1_exact_rt	YES	f14be3f0967b065383204bc484a08615b5c0a74580c2d92cb8501e9fbd0fd150	1.0000	1.0000	1.0000	1.30e-230	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t482	ANCHOR	stage1_exact_rt	YES	2a96387551d5f463b1180d7c509ee9781f697a3781ddd9102b932259e4ddd577	1.0000	1.0000	1.0000	6.32e-211	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1429	ANCHOR	stage1_exact_rt	YES	0654a1d688d2cf495fbe19c28eb1871227f55c0383e8180f860acd1057cc9362	1.0000	1.0000	1.0000	2.31e-224	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t430	ANCHOR	stage1_exact_rt	YES	221a0f89035bb001c0de782735bb606a7acc51591a01c9e5d721d2dd7f57c40d	1.0000	1.0000	1.0000	4.08e-223	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1453	ANCHOR	stage1_exact_rt	YES	dba8c25490928131f18a0040ac65730602371c468632a6b42da500e96fe55417	1.0000	1.0000	1.0000	5.99e-229	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t815	ANCHOR	stage1_exact_rt	YES	5cd3f73a08a7372f785f814e44d87ae96e6a44d31b0446b1171e9b432260b5cf	1.0000	1.0000	1.0000	1.58e-222	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1143	ANCHOR	stage1_exact_rt	NO	ede02853df6eada52229a5c2cc60ea089da5f1f7f8bb062a7b641191418687d2	1.0000	0.7520	1.0000	4.67e-268	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t808	ANCHOR	stage1_exact_rt	YES	aefe289b200d3fc389604078f6253f272a80ff6af08a084d799a9ae78d87a558	1.0000	1.0000	1.0000	6.81e-229	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1100	ANCHOR	stage1_exact_rt	YES	ee88835da382bb5cb75d2fe7565717d5f2bed2b5a19b35895f8377a3ae22109e	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t400	ANCHOR	stage1_exact_rt	YES	384a0cf1ec2bc49f6ba38e50ee62ce29064a1cffb7c0781368fe3e923a3aee32	1.0000	1.0000	1.0000	5.18e-227	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1195	ANCHOR	stage1_exact_rt	YES	2626b4957ac58394ba1164548f861f75a5822c0a9af81c76e278568effcc912a	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1190	ANCHOR	stage1_exact_rt	YES	f1495aa2f61cf65ed0f7f400e89fc298fd222f8e02b14569ba807c1d697238a6	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1163	ANCHOR	stage1_exact_rt	YES	1c18fa9422fb1c273d507dd3d2c8d7b3572f2f3b011bc012f2963de31c050cf5	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t812	ANCHOR	stage1_exact_rt	YES	e705e1dc4ac4374041689273f36fd8470f03a1aabb700372db4ece7ccadb71a0	1.0000	1.0000	1.0000	1.61e-203	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
UNIPROT_P0DV89	ANCHOR	stage1_exact_rt	YES	95b12729682fd75d69fdbb048c49754367d26e0b03754e948d4286dbb3dc16f0	1.0000	1.0000	1.0000	1.68e-251	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1049	ANCHOR	stage1_exact_rt	YES	88239861f19248398777d820602bd7afe3f28c3fc9b8f2c4a17b8f133b0b50fb	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t208	ANCHOR	stage1_exact_rt	YES	e2b06f288a69ce4b5c9e3a7d9da5a4fb4505b73f599d8e01487dc3b76ed2dc10	1.0000	1.0000	1.0000	6.00e-209	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t803	ANCHOR	stage1_exact_rt	YES	2450c98a48134bd2163db6ba01bc2d4d5f3f3d5671dba40663e2888350baf7f2	1.0000	1.0000	1.0000	1.26e-220	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t824	ANCHOR	stage1_exact_rt	YES	565fa5a8b60a91e0b8b762b119ac3a99c47c22fdd50edd72f6013daa8b049df7	1.0000	1.0000	1.0000	6.89e-226	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t257	ANCHOR	stage1_exact_rt	YES	04a2549566d446a655a60dc015c7b8f36103f07c2809882edc0592521b3b7487	1.0000	1.0000	1.0000	2.57e-199	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t953	ANCHOR	stage1_exact_rt	YES	0684e417eb35ae7966de7362ccf1b4404b5ef1d41d341c4412805771eee2826c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t290	ANCHOR	stage1_exact_rt	YES	ed37d7b0487c3eefcb44077f9afd879ec33141e2ce06dd23ea25df2a3fa8eb83	1.0000	1.0000	1.0000	1.41e-208	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
UNIPROT_P71276	ANCHOR	stage1_exact_rt	YES	7a9dcef084b0c4a1a45b734484dabbecc2bb400e77c99f2062c13dfefe1fa252	1.0000	1.0000	1.0000	5.24e-265	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1732	ANCHOR	stage1_exact_rt	YES	5827225e095a77e510fde558264e1017ea509ec35e11f5e1c86771be2d5ab5b7	1.0000	1.0000	1.0000	6.63e-302	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1710	ANCHOR	stage1_exact_rt	YES	8aa7f5b5b95f29e865e102ecb06e587d3986a11f94c9ef0cd182adf861ee8f14	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1673	ANCHOR	stage1_exact_rt	YES	d6ef336842db4da35a59694e77bcdf4abbec7d675a8702127217508d0f5f9f11	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1928	ANCHOR	stage1_exact_rt	NO	d567fd01f9c285a166d932087f3977ee30a2341bd8b24fbbb7c345ddd487ac75	1.0000	0.9570	1.0000	2.75e-313	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1894	ANCHOR	stage1_exact_rt	YES	1ab25fd54547d3ee5b26547582108f0adc17b6290bfdeacb6401f870874b645a	1.0000	1.0000	1.0000	5.36e-283	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t161	ANCHOR	stage1_exact_rt	YES	168f9792f122aa7e483dde9c864f3def9ca9de5d8aafa90624fa28fa5542937a	1.0000	1.0000	1.0000	7.79e-298	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1703	ANCHOR	stage1_exact_rt	YES	79439d1a51a95d982cd8cbd1365997d6e1f03207563e4c9386d5da9738ea8c6d	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1687	ANCHOR	stage1_exact_rt	YES	6e86401763447b3995c94cd441f44832e43387a681de609cb28b2ef3fe9987b4	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1323	ANCHOR	stage1_exact_rt	YES	562183720324a1b7ef15bbdbaa8348ad8889921fb2bbee9fa051a56de1e2c6da	1.0000	1.0000	1.0000	6.61e-259	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1374	ANCHOR	stage1_exact_rt	YES	5337c636cc528f49d4434010af571b94620e014b9eca0b806ed27987a5a6f77d	1.0000	1.0000	1.0000	3.18e-257	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1352	ANCHOR	stage1_exact_rt	YES	9d7cabcbfbd716726cbe21ac47ebf4e6d520eb2f7c083e1e4d2d2916c28f4066	1.0000	1.0000	1.0000	1.16e-256	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1353	ANCHOR	stage1_exact_rt	YES	741702cd366cd565ff52e9876da6ed2e8bb9d9018a5562ea62c3c9988819691c	1.0000	1.0000	1.0000	7.40e-261	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1421	ANCHOR	stage1_exact_rt	YES	c8668894e2d294a130111bc89b0d3e90e9b4fad3e8f33e113b0e59126046d226	1.0000	1.0000	1.0000	1.99e-263	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1609	ANCHOR	stage1_exact_rt	YES	21db6b524ce33eece3ee3c0f3be62a9c23af2bc3d17a391842ccfe59995b487f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1391	ANCHOR	stage1_exact_rt	YES	539e493139b0b9c19f6af63aebb88de1b7e6d22ef0be5b3909d4e9cc1ddde022	1.0000	1.0000	1.0000	1.63e-259	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1294	ANCHOR	stage1_exact_rt	YES	3c3b25732f5de44d42a2f0b8958661075b9d68cb3b9a92f81263ec007957464f	1.0000	1.0000	1.0000	7.96e-265	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t1422	ANCHOR	stage1_exact_rt	NO	d8f9f767bb5a61a009617209b8a2aea07113e2dbcf9cc57542f71ee89a793ddd	0.6980	0.8280	1.0000	4.03e-152	MODERATE_GE_50	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
RETRON_t749	ANCHOR	stage1_exact_rt	YES	21612e631f4dd845d5c962da56513098f911a76f1168f4dd1afc2fd54620522a	1.0000	1.0000	1.0000	1.99e-240	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
UNIPROT_P0DV94	ANCHOR	stage1_exact_rt	YES	e4922a230cfc05bc46c7daed52cdf63fe57b0e2e095f683be10c2bb3f8384cd2	1.0000	1.0000	1.0000	2.85e-206	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9YFD_1	ANCHOR	stage1_exact_rt	YES	a8de6a86f445a9502fc69ba078640df05a5b96e3f0ead1e9d5beb461fb65fc21	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9WY8_1	ANCHOR	stage1_exact_rt	NO	e04fac79ad4b3f07d6c21eedcbe33f53f01b4a999713f7c5338d7c520e13533b	1.0000	0.5860	1.0000	0.00e+00	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_24NC_1	ANCHOR	stage1_exact_rt	YES	839ecba2ce9d21862831550a9fae643ec294d187df24b0b9191396a4734632dd	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9LJE_1	ANCHOR	stage1_exact_rt	NO	13c58226c9ddaeb54ef404c57893843e80f6ae7248f5b5daeef24597d08c0815	1.0000	0.9790	1.0000	1.57e-279	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_8BGJ_1	ANCHOR	stage1_exact_rt	NO	2d08d1fc162a14dd1945c60e7323174ed51a7523892f4c3e701a6124bd5457d9	1.0000	0.9110	0.2860	6.55e-131	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9IOA_2	ANCHOR	stage1_exact_rt	YES	fddf38f8f59d10a6d07c1ea8f79ae2b485ea09ec618277ecc4dd42d43b4753bd	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9Z6Z_1	ANCHOR	stage1_exact_rt	NO	f58e928272721fcef56efd5a41e4e05d9d25420438765bd0b35b3e62aa68f62a	0.9850	1.0000	1.0000	4.29e-277	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_26CZ_1	ANCHOR	stage1_exact_rt	NO	e0189fdef41dacc9768f1e018a87098b7925561f952362503551794afa46212c	1.0000	0.8610	1.0000	0.00e+00	NEAR_DUPLICATE_GE_90	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
PDB_9Z6Z_2	ANCHOR	stage1_exact_rt	YES	363cdb83796c48b72d73b2521411b05175c78f45d1fc719ea35c577209a002ad	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiK_16	CANDIDATE	stage1_exact_rt	YES	42aed8345fb7eb47f639162008e401c6a82df518077044e3fdb068101a055a14	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiK_31	CANDIDATE	stage1_exact_rt	YES	85e7497f1a75d93e006e7118d17ba425273dc851c2ffbafdd80d80fa46849e4c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiK_51	CANDIDATE	stage1_exact_rt	YES	ea45b9ca7c303f6180e66dc025733e58a2eb3108e09009bc7931d29ab3824634	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiK_98	CANDIDATE	stage1_exact_rt	YES	f429d90dcae950ac9dcce8d4bafcc084dd668f474fba2c17ec74151d47bd6eed	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiP2_108	CANDIDATE	stage1_exact_rt	YES	4bb8a80db6afa2516ab9c95fdf2a8bde151e30cc5b3cac1cafe175689c39ced4	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiP2_172	CANDIDATE	stage1_exact_rt	YES	4348d77e4addae276f73b82ae686c76600f9aa32abffc46c9ca70f9dc2bb48bd	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiP2_208	CANDIDATE	stage1_exact_rt	YES	fbe62287af4a80bd87be45685d30af060f95da1f70e460670bd555f5ef6f9bbb	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiP2_270	CANDIDATE	stage1_exact_rt	YES	00570048fbceb07cf619392ce20c63ed170f282eaa2c91a727ad2b796a9cf410	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_AbiP2_81	CANDIDATE	stage1_exact_rt	YES	632bf809ef81e88a25bc127d23424437967af2091f521d0e7b6360abef2635dd	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_CRISPR_33	CANDIDATE	stage1_exact_rt	YES	2306505634712ac999518933a4ab35ec0043265c4779f40ce3f136c7a8748a74	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_CRISPR_47	CANDIDATE	stage1_exact_rt	YES	19673b8462ec588c05d1b1a36d5131f47b09047935a24db5cd98d440a2063424	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_CRISPR_58	CANDIDATE	stage1_exact_rt	YES	10eaaf2fc5a08b5b6c4a9831f725607dd2c2e06079f7687835f99d6c3911c35f	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_CRISPR_62	CANDIDATE	stage1_exact_rt	YES	1de803013fb6c8499e910d3774dc94bab644f76f1b77e1f55273bef61147f7b6	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_DGRs_11	CANDIDATE	stage1_exact_rt	YES	dc8dd11c577619e20f490a9c91695f09c2ea8c54037c315c978421e7f1d0fac9	1.0000	1.0000	1.0000	8.95e-286	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_DGRs_4	CANDIDATE	stage1_exact_rt	YES	2872abaa8aacedc752776f3cb4172172437d10bbd3fbe13c9505ad0f6bcd953c	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
CAND_DGRs_6	CANDIDATE	stage1_exact_rt	YES	a0678950d2aef8262f91c29c2939b1ab166dbbf357ae343d6954efa67e135d24	1.0000	1.0000	1.0000	0.00e+00	EXACT_DUPLICATE	the frozen Stage-1 catalogue g4 will sample from	old-seed sequence vs one population	167 seed sequences vs 501561 in stage1_exact_rt
