evidence_id	element_name	mestre_terminal_id	rt_accession	evidence_tier	rt_ncrna_pairing_evidence	rtdna_production_xEco1	rtdna_sequence_determined	rtdna_len_nt	human_editing_xEco1	bacterial_editing_xEco1	phage_editing_xEco1	experimental_structure	rt_mutagenesis	ncrna_mutagenesis	swap_or_crossreactivity	orthogonality_exchange	rt_seq_local	ncrna_seq_local	exposure_class_vs_project	embed_folds_touched	rt_in_exact_rt_catalogue	exact_pair_in_PAIR_ELIG	independence_status	usable_as	source_paper	caveats
EXP-K096	Hcl	terminal_1520	fig|720554.3.peg.188	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1.624349676	YES	168	0	1.548287937	0.823862708	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K097	Hsp	terminal_544	fig|1932666.4.peg.1886	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K098	Hch	terminal_1718	fig|349521.8.peg.3588	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	1.206096941	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K099	Gpo	terminal_1898	fig|1112204.3.peg.4913	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K100	Gam	terminal_1895	GAB07179.1	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	7.484619824	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K101	Gai	terminal_1894	fig|1220583.3.peg.1582	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.164705512	YES	68	1.672403545	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K102	Gsp	terminal_1422	fig|443144.3.peg.785	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.204204433	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K103	Fgr	terminal_370	fig|280093.5.peg.432	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K104	Fba	terminal_816	fig|1948087.3.peg.796	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.748840019	YES	84	5.066542626	0.264515066	0.085364828	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K105	Eco	terminal_749	fig|1181777.3.peg.78	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.1855	YES	70	0.036669509	0.50412096	1.121209038	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K106	Eco	terminal_288	fig|1444151.3.peg.2733	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.078610745	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K107	Retron-Eco1 (Ec86)	terminal_1550	WP_099010551.1	X1_STRUCTURE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1	YES	85	undetermined	undetermined	undetermined	7V9U(RT+msDNA+RNA,3.2A);7V9X(+effector,2.8A);7XJG(+effector,2.5A);8QBM(Eco1 filament+ADPr effector);8QBK;8QBL	NO_MUTATIONAL_FLAG_LOCALLY (structural assignment only)	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K108	Retron-Eco1 (Ec86)	terminal_1550	WP_099010551.1	X1_STRUCTURE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1	YES	85	1	1	1	7V9U(RT+msDNA+RNA,3.2A);7V9X(+effector,2.8A);7XJG(+effector,2.5A);8QBM(Eco1 filament+ADPr effector);8QBK;8QBL	NO_MUTATIONAL_FLAG_LOCALLY (structural assignment only)	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	SEQUENCE_NEAR_CORPUS	none	NO	NO	NOT_INDEPENDENT - near-sequence match in the corpus	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K109	Retron-Eco4 (Ec83)	terminal_64	WP_001403504.1	X2b_RTDNA_SEQUENCE_ONLY	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		YES	79	undetermined	undetermined	undetermined	9E8Z(4-component retron Ec83; DNA 79mer labelled msDNA + RNA 38mer)	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	YES	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K110	Retron-Eco6 (Ec48)	terminal_488	WP_097505494.1	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		YES	160	undetermined	0.203074142	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K111	Retron-Eco2 (Ec67)	terminal_1036	WP_140159440.1	X1_STRUCTURE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		YES	67	undetermined	0.890734815	0.215193725	9I2F;9I2G(catalytic Asp 202, OWN_CHAIN truth);9S1F	NO_MUTATIONAL_FLAG_LOCALLY	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K112	Retron-Eco5 (Ec107)	terminal_466	WP_001775049.1	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.037263871	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K113	Esp	terminal_6	fig|1736225.3.peg.2969	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	53.07429516	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K114	Ebu	terminal_1429	fig|1619244.3.peg.1323	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1.900218062	YES	131	178.8305726	1.614449221	0.821824697	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	YES	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K115	Eas	terminal_1421	fig|1421338.3.peg.151	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	3.168862823	YES	117	0	2.101780062	0.598854528	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	val	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K116	Eas	terminal_844	fig|61645.10.peg.2019	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	NO	0	0.190100869	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K117	Esa	terminal_1627	fig|215803.3.peg.1485	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)		NO	0	0	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K118	Eba	terminal_1548	fig|1797955.3.peg.2304	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.407301169	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K119	Emi	terminal_376	fig|172045.56.peg.2231	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.031602342	YES	135	3.955698547	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K120	Dsu	terminal_412	fig|1167006.5.peg.2941	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.028892021	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K121	Dsu	terminal_412	fig|1167006.5.peg.2941	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.028892021	NO	0	5.024386042	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	VAL_TEST_EXPOSED	test	YES	NO	NOT_INDEPENDENT - in the X1 val/test fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K122	Dba	terminal_807	fig|1948560.3.peg.3003	X4_SYNTHESISED_AND_TESTED_OUTCOME_UNDETERMINED	CO_REPORTED_AND_TESTED_ONLY (no positive readout recorded locally)	0	NO	0	undetermined	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	FULLY_EXTERNAL	none	NO	NO	EXTERNAL_BY_SEQUENCE (no exact or near match in any project population)	functional-endpoint external candidate (RT-DNA production / editing) - NOT a compatibility or orthogonality set	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K123	Csp	terminal_1807	fig|1279028.3.peg.3374	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)		NO	0	0.452188369	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K124	Cca	terminal_298	fig|717962.3.peg.287	X3_FUNCTIONAL_ASSAY_ONLY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0	NO	0	13.26359494	undetermined	undetermined	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	CATALOGUE_ONLY	none	YES	NO	NOT_INDEPENDENT - present in the RT catalogue/corpus, outside PAIR-ELIG	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K125	Cse	terminal_1703	fig|1082851.3.peg.91	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	1.655638974	YES	150	6.30806867	1.565658574	0.650743975	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
EXP-K126	Cba	terminal_1710	fig|2029111.3.peg.3032	X2_RTDNA_SEQUENCE_PLUS_FUNCTIONAL_ASSAY	YES_ASSAYED_AS_A_UNIT (RT + its own ncRNA synthesised and measured together)	0.717899891	YES	140	0	1.189095263	0.121659117	NONE_LOCAL	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	NOT_IN_LOCAL_ASSETS	YES	YES	TRAIN_EXPOSED	train	YES	NO	NOT_INDEPENDENT - in the X1 train fold; X2 trained on all folds	assay layer only; check exposure before any evaluation use	Khan et al. 2024 Nat Biotechnol doi:10.1038/s41587-024-02384-z (An experimental census of retrons)	174 of 175 panel rows lie inside Mestre's own reference set by accession, so the panel is an assay layer on the prediction set, NOT independent validation of it. RT_sequence column is empty in all 175 rows (use rt_protein_aa).
